order_id,customer_id,order_date,category,product_price,quantity,discount_pct,shipping_cost,country,payment_method,customer_age,is_member,return_flag,rating,delivery_days,revenue
ORD103955,CUST1943,2023-12-12,Toys,18.15,3,10,4.21,Japan,Debit Card,50.0,1,0,4.0,9.0,49.0
ORD103956,CUST7342,2022-01-10,Sports,38.65,2,30,3.42,Japan,Crypto,38.0,1,0,5.0,11.0,54.11
ORD103957,CUST2449,2022-12-10,Beauty,75.63,9,0,11.24,USA,Crypto,27.0,1,1,2.0,9.0,680.67
ORD103958,CUST4737,2022-01-02,Clothing,110.86,3,0,11.34,UK,Debit Card,72.0,0,0,4.0,14.0,332.58
ORD103959,CUST3539,2023-11-05,Clothing,9.44,4,15,3.43,India,Crypto,60.0,1,0,5.0,1.0,32.1
ORD103960,CUST4959,2023-01-21,Sports,10.58,1,5,13.72,Brazil,Credit Card,45.0,0,0,5.0,14.0,10.05
ORD103961,CUST5991,2022-11-11,Sports,22.47,1,0,13.95,Australia,Credit Card,35.0,1,0,4.0,6.0,22.47
ORD103962,CUST7285,2022-04-17,Home & Garden,75.29,9,10,7.53,Canada,PayPal,22.0,1,0,5.0,3.0,609.85
ORD103963,CUST6432,2022-07-30,Clothing,7.3,4,0,12.43,Australia,Debit Card,58.0,1,0,5.0,1.0,29.2
ORD103964,CUST5260,2023-06-27,Food,15.98,4,0,11.78,UK,Credit Card,61.0,0,0,2.0,12.0,63.92
ORD103965,CUST3361,2022-09-01,Beauty,16.26,6,20,13.82,Japan,PayPal,68.0,0,1,4.0,,78.05
ORD103966,CUST7164,2023-03-06,Clothing,102.52,2,0,8.92,Mexico,Credit Card,51.0,0,0,5.0,11.0,205.04
ORD103967,CUST6201,2023-05-19,Books,62.42,6,15,10.36,France,Crypto,54.0,1,0,3.0,12.0,318.34
ORD103968,CUST4652,2022-03-03,Clothing,97.95,7,0,10.83,Japan,Debit Card,58.0,1,0,4.0,3.0,685.65
ORD103969,CUST8298,2022-05-26,Electronics,165.08,1,0,4.3,Brazil,PayPal,43.0,1,1,4.0,1.0,165.08
ORD103970,CUST4670,2023-12-30,Clothing,22.95,8,10,1.48,Mexico,Crypto,69.0,0,0,5.0,10.0,165.24
ORD103971,CUST2753,2022-10-14,Clothing,7.97,6,0,4.22,France,Credit Card,50.0,0,0,1.0,4.0,47.82
ORD103972,CUST8127,2022-04-06,Electronics,8.03,9,5,12.04,Canada,Bank Transfer,55.0,0,0,5.0,9.0,68.66
ORD103973,CUST3352,2022-02-14,Books,3.65,4,15,5.24,Mexico,Bank Transfer,74.0,1,0,4.0,8.0,12.41
ORD103974,CUST2938,2022-08-26,Clothing,19.1,2,0,0.1,India,Bank Transfer,53.0,1,0,1.0,6.0,38.2
ORD103975,CUST1370,2023-06-17,Home & Garden,20.88,9,5,4.36,Canada,PayPal,30.0,1,0,5.0,12.0,178.52
ORD103976,CUST6976,2023-02-27,Electronics,85.21,8,0,7.97,UK,Debit Card,58.0,1,0,2.0,12.0,681.68
ORD103977,CUST5948,2023-12-19,Electronics,33.79,2,5,13.15,Brazil,Crypto,48.0,1,0,4.0,13.0,64.2
ORD103978,CUST5479,2023-01-17,Beauty,18.39,8,0,4.31,Mexico,PayPal,60.0,0,0,3.0,3.0,147.12
ORD103979,CUST2931,2023-04-15,Sports,28.81,8,10,7.28,Brazil,Bank Transfer,40.0,1,1,4.0,9.0,207.43
ORD103980,CUST7588,2022-03-28,Toys,9.52,5,15,4.43,Brazil,Debit Card,18.0,1,0,4.0,11.0,40.46
ORD103981,CUST1424,2023-08-18,Food,113.35,7,5,6.0,Mexico,Debit Card,71.0,1,0,5.0,9.0,753.78
ORD103982,CUST7304,2022-04-08,Clothing,12.9,7,0,5.65,Brazil,PayPal,51.0,0,0,,14.0,90.3
ORD103983,CUST8345,2023-06-02,Clothing,8.43,4,20,3.1,Australia,Debit Card,57.0,1,1,4.0,12.0,26.98
ORD103984,CUST5724,2022-05-17,Beauty,88.36,6,0,14.11,Mexico,Bank Transfer,72.0,1,0,4.0,1.0,530.16
ORD103985,CUST8875,2023-10-15,Food,65.96,6,10,10.48,UK,PayPal,56.0,0,0,5.0,3.0,356.18
ORD103986,CUST1894,2023-02-08,Sports,4.19,6,5,2.07,France,Crypto,46.0,0,0,5.0,3.0,23.88
ORD103987,CUST7633,2022-03-18,Books,92.39,9,0,4.75,UK,PayPal,37.0,1,0,3.0,7.0,831.51
ORD103988,CUST8160,2023-08-30,Books,13.6,2,30,6.37,UK,Credit Card,34.0,1,1,5.0,12.0,19.04
ORD103989,CUST7470,2023-08-05,Clothing,21.14,8,10,8.31,Japan,Credit Card,31.0,0,0,5.0,11.0,152.21
ORD103990,CUST1597,2022-03-05,Home & Garden,41.45,8,5,9.11,Japan,Bank Transfer,40.0,1,0,5.0,1.0,315.02
ORD103991,CUST4062,2023-03-22,Beauty,66.95,1,5,6.11,Canada,Crypto,54.0,0,0,4.0,5.0,63.6
ORD103992,CUST3336,2023-11-10,Sports,56.52,2,0,7.0,Germany,Credit Card,38.0,1,0,5.0,10.0,113.04
ORD103993,CUST5688,2022-05-14,Electronics,31.19,4,15,9.31,Japan,Bank Transfer,58.0,0,0,4.0,12.0,106.05
ORD103994,CUST2687,2022-08-31,Clothing,19.89,5,0,5.46,India,Crypto,52.0,0,0,4.0,5.0,99.45
ORD103995,CUST8740,2022-10-26,Electronics,54.31,5,0,14.35,France,Credit Card,22.0,1,0,3.0,4.0,271.55
ORD103996,CUST1572,2022-09-25,Electronics,28.73,6,0,12.79,Germany,Crypto,59.0,1,0,5.0,13.0,172.38
ORD103997,CUST8521,2022-11-19,Toys,289.0,7,0,6.95,Brazil,Debit Card,44.0,1,0,5.0,2.0,2023.0
ORD103998,CUST7171,2023-02-07,Electronics,66.93,1,20,13.91,Australia,PayPal,35.0,1,0,4.0,12.0,53.54
ORD103999,CUST8097,2023-12-19,Electronics,10.93,7,25,10.29,France,PayPal,38.0,1,1,5.0,7.0,57.38
ORD104000,CUST3090,2022-12-01,Clothing,18.67,6,10,9.94,Japan,Bank Transfer,54.0,1,0,5.0,14.0,100.82
ORD104001,CUST6800,2022-11-22,Sports,35.09,5,20,15.23,USA,Crypto,51.0,1,0,2.0,11.0,140.36
ORD104002,CUST7566,2023-04-09,Home & Garden,157.48,6,10,12.24,Canada,Crypto,74.0,1,0,5.0,5.0,850.39
ORD104003,CUST4669,2022-10-06,Electronics,180.07,8,10,13.05,Germany,Debit Card,52.0,0,0,5.0,5.0,1296.5
ORD104004,CUST5272,2022-08-28,Electronics,20.59,6,20,2.01,UK,Crypto,29.0,1,0,4.0,9.0,98.83
ORD104005,CUST5624,2022-03-18,Electronics,10.8,5,0,7.66,Canada,Crypto,50.0,1,0,5.0,3.0,54.0
ORD104006,CUST2633,2022-07-27,Home & Garden,9.26,6,0,4.27,Germany,Crypto,28.0,1,0,3.0,14.0,55.56
ORD104007,CUST6061,2022-05-20,Clothing,44.83,9,0,0.94,India,Debit Card,21.0,1,0,5.0,14.0,403.47
ORD104008,CUST2517,2023-08-22,Toys,525.6,1,5,0.33,USA,Debit Card,53.0,1,0,5.0,4.0,499.32
ORD104009,CUST5293,2022-04-22,Home & Garden,63.24,3,25,11.57,Canada,Debit Card,38.0,1,0,3.0,3.0,142.29
ORD104010,CUST3657,2022-06-09,Electronics,4.89,3,20,8.99,India,Crypto,20.0,1,0,2.0,6.0,11.74
ORD104011,CUST4648,2022-04-19,Books,13.86,9,15,0.69,Australia,Crypto,41.0,0,0,4.0,13.0,106.03
ORD104012,CUST7985,2022-06-18,Clothing,15.66,3,5,7.84,UK,PayPal,72.0,1,0,4.0,13.0,44.63
ORD104013,CUST5948,2023-04-06,Sports,12.35,6,20,5.32,Canada,Crypto,18.0,1,0,4.0,5.0,59.28
ORD104014,CUST4588,2023-04-23,Clothing,20.79,9,0,2.76,Germany,Bank Transfer,18.0,0,0,3.0,7.0,187.11
ORD104015,CUST2537,2022-11-18,Home & Garden,51.59,5,10,11.56,UK,Debit Card,73.0,1,0,1.0,7.0,232.16
ORD104016,CUST7165,2023-02-21,Books,75.07,9,15,6.67,Brazil,Crypto,54.0,1,0,1.0,2.0,574.29
ORD104017,CUST8279,2022-05-04,Toys,122.75,9,0,12.66,UK,Debit Card,67.0,1,0,3.0,3.0,1104.75
ORD104018,CUST6176,2023-07-03,Clothing,62.12,6,20,5.22,France,Debit Card,61.0,0,0,5.0,3.0,298.18
ORD104019,CUST4137,2023-01-02,Clothing,3.17,8,15,3.64,Brazil,Bank Transfer,73.0,1,1,5.0,9.0,21.56
ORD104020,CUST7985,2022-08-01,Home & Garden,9.31,9,5,8.4,Mexico,Debit Card,25.0,1,0,2.0,3.0,79.6
ORD104021,CUST1097,2023-04-08,Toys,27.39,9,0,9.47,Japan,Debit Card,40.0,1,0,5.0,12.0,246.51
ORD104022,CUST4215,2022-11-12,Toys,39.52,8,10,7.15,Australia,Debit Card,56.0,0,0,3.0,2.0,284.54
ORD104023,CUST6999,2023-04-20,Electronics,93.1,4,5,9.18,Canada,PayPal,65.0,0,0,3.0,9.0,353.78
ORD104024,CUST5530,2022-09-29,Electronics,34.88,8,15,5.52,France,PayPal,27.0,0,0,4.0,1.0,237.18
ORD104025,CUST5732,2022-05-03,Home & Garden,35.19,2,0,6.92,USA,Crypto,67.0,1,0,5.0,11.0,70.38
ORD104026,CUST4750,2022-04-03,Electronics,44.05,3,10,8.27,Mexico,PayPal,43.0,1,0,4.0,1.0,118.93
ORD104027,CUST4157,2022-06-11,Clothing,24.39,9,5,12.28,Canada,Crypto,69.0,0,0,3.0,4.0,208.53
ORD104028,CUST5683,2023-12-04,Electronics,36.75,4,5,7.0,France,PayPal,58.0,1,0,3.0,5.0,139.65
ORD104029,CUST1343,2022-11-08,Sports,127.87,2,5,4.02,Australia,Bank Transfer,28.0,0,0,3.0,10.0,242.95
ORD104030,CUST6413,2023-12-23,Toys,29.94,3,0,5.38,Australia,Debit Card,28.0,1,0,5.0,13.0,89.82
ORD104031,CUST7075,2023-12-15,Food,31.94,7,25,7.31,India,Bank Transfer,,0,0,3.0,10.0,167.68
ORD104032,CUST5666,2023-09-10,Clothing,31.81,9,15,1.43,France,Crypto,51.0,1,0,2.0,14.0,243.35
ORD104033,CUST8817,2022-02-11,Home & Garden,157.17,7,0,3.17,USA,Crypto,43.0,0,0,4.0,14.0,1100.19
ORD104034,CUST1610,2022-08-09,Beauty,8.76,8,0,7.68,Germany,Credit Card,35.0,1,0,5.0,8.0,70.08
ORD104035,CUST2727,2022-12-02,Electronics,278.95,3,0,16.48,Japan,PayPal,63.0,0,0,5.0,3.0,836.85
ORD104036,CUST3290,2022-06-01,Sports,8.07,7,0,11.77,Canada,PayPal,51.0,0,0,4.0,10.0,56.49
ORD104037,CUST2854,2022-04-04,Clothing,15.1,1,5,7.4,Germany,Bank Transfer,22.0,0,0,3.0,4.0,14.34
ORD104038,CUST3608,2023-12-30,Electronics,80.94,6,5,3.17,Brazil,PayPal,31.0,1,0,5.0,7.0,461.36
ORD104039,CUST6055,2022-09-12,Clothing,114.02,3,0,0.74,USA,Bank Transfer,62.0,0,0,4.0,5.0,342.06
ORD104040,CUST3079,2022-12-31,Electronics,6.15,2,30,13.34,France,PayPal,41.0,1,0,,7.0,8.61
ORD104041,CUST7534,2023-02-10,Sports,8.92,4,20,11.93,Germany,Debit Card,36.0,1,0,3.0,4.0,28.54
ORD104042,CUST3324,2023-06-10,Clothing,46.22,9,10,10.81,UK,Crypto,26.0,1,0,3.0,5.0,374.38
ORD104043,CUST5627,2022-02-20,Clothing,551.86,6,0,6.85,UK,PayPal,66.0,0,0,4.0,11.0,3311.16
ORD104044,CUST2177,2023-11-25,Electronics,147.75,9,25,4.06,Canada,Debit Card,22.0,1,0,1.0,1.0,997.31
ORD104045,CUST7526,2022-11-03,Beauty,24.59,8,0,1.7,India,Credit Card,73.0,0,0,3.0,8.0,196.72
ORD104046,CUST2091,2022-09-24,Home & Garden,1.82,5,0,8.85,Japan,Credit Card,47.0,1,1,4.0,9.0,9.1
ORD104047,CUST6997,2022-06-28,Home & Garden,36.52,8,0,1.04,Canada,Bank Transfer,35.0,1,0,2.0,3.0,292.16
ORD104048,CUST5979,2022-02-01,Home & Garden,51.15,2,0,9.81,UK,Debit Card,71.0,0,0,5.0,4.0,102.3
ORD104049,CUST7357,2023-02-19,Clothing,20.92,8,0,7.89,France,Credit Card,,1,0,5.0,13.0,167.36
ORD104050,CUST6774,2023-04-09,Electronics,11.93,1,5,7.82,France,Bank Transfer,26.0,1,1,5.0,1.0,11.33
ORD104051,CUST7519,2023-07-24,Books,40.08,3,20,7.61,Australia,Bank Transfer,56.0,1,0,4.0,5.0,96.19
ORD104052,CUST3791,2023-07-18,Electronics,10.69,7,25,8.45,UK,Credit Card,42.0,0,0,5.0,6.0,56.12
ORD104053,CUST7356,2022-09-13,Electronics,313.23,4,15,14.22,Germany,Credit Card,39.0,1,0,5.0,11.0,1064.98
ORD104054,CUST7222,2022-04-07,Sports,204.4,7,5,7.93,Australia,PayPal,46.0,0,0,5.0,6.0,1359.26
ORD104055,CUST2749,2023-04-19,Electronics,72.93,1,0,7.25,France,Crypto,58.0,0,0,3.0,9.0,72.93
ORD104056,CUST3675,2022-04-15,Clothing,36.88,7,0,8.28,Australia,Credit Card,35.0,1,0,4.0,5.0,258.16
ORD104057,CUST7747,2022-05-24,Home & Garden,15.0,3,5,6.21,Australia,PayPal,48.0,1,1,4.0,7.0,42.75
ORD104058,CUST1781,2022-05-05,Clothing,32.3,2,5,2.04,Germany,Bank Transfer,31.0,0,1,5.0,1.0,61.37
ORD104059,CUST8548,2022-01-13,Sports,236.79,9,5,10.65,India,Bank Transfer,59.0,1,0,5.0,12.0,2024.55
ORD104060,CUST4048,2022-03-05,Sports,93.91,2,0,1.56,France,Debit Card,67.0,0,0,2.0,13.0,187.82
ORD104061,CUST7823,2022-08-16,Sports,42.28,3,10,6.18,India,Debit Card,37.0,1,0,3.0,9.0,114.16
ORD104062,CUST3105,2022-05-14,Sports,100.36,3,10,4.71,Japan,PayPal,54.0,0,0,4.0,7.0,270.97
ORD104063,CUST4867,2022-07-22,Clothing,63.73,4,20,0.6,Germany,Credit Card,59.0,0,0,1.0,14.0,203.94
ORD104064,CUST8193,2023-02-15,Clothing,53.28,7,15,13.6,Japan,Bank Transfer,58.0,0,1,4.0,13.0,317.02
ORD104065,CUST5976,2023-01-17,Clothing,107.41,7,0,6.87,UK,Bank Transfer,51.0,1,0,4.0,9.0,751.87
ORD104066,CUST5542,2023-12-04,Clothing,61.59,9,0,10.07,Canada,Debit Card,25.0,1,0,2.0,8.0,554.31
ORD104067,CUST3113,2023-10-08,Food,92.78,8,0,10.63,France,PayPal,70.0,1,0,4.0,12.0,742.24
ORD104068,CUST6879,2023-10-23,Books,40.19,6,0,7.84,Mexico,Credit Card,33.0,1,0,5.0,13.0,241.14
ORD104069,CUST6373,2022-03-28,Electronics,24.41,6,0,15.92,India,Credit Card,26.0,1,1,5.0,7.0,146.46
ORD104070,CUST4970,2023-08-20,Electronics,17.15,5,0,10.2,India,Debit Card,54.0,0,0,5.0,13.0,85.75
ORD104071,CUST2991,2023-08-24,Electronics,14.87,2,5,9.78,Germany,Credit Card,62.0,1,0,,14.0,28.25
ORD104072,CUST2067,2022-09-23,Electronics,4.82,6,30,12.71,France,PayPal,45.0,0,0,4.0,14.0,20.24
ORD104073,CUST8264,2022-03-18,Electronics,11.09,6,5,7.98,India,Bank Transfer,67.0,0,0,,13.0,63.21
ORD104074,CUST2577,2022-01-23,Home & Garden,10.71,5,15,7.6,Germany,Debit Card,25.0,1,1,5.0,11.0,45.52
ORD104075,CUST2011,2022-03-08,Beauty,18.01,6,0,12.22,USA,Credit Card,66.0,1,0,3.0,1.0,108.06
ORD104076,CUST3274,2022-07-22,Books,215.87,5,0,5.89,UK,Bank Transfer,20.0,1,0,4.0,14.0,1079.35
ORD104077,CUST5869,2023-10-24,Electronics,27.41,4,0,5.35,Canada,Crypto,37.0,1,0,5.0,8.0,109.64
ORD104078,CUST7822,2023-03-31,Clothing,44.26,3,0,2.69,Canada,Debit Card,63.0,1,0,4.0,2.0,132.78
ORD104079,CUST8603,2022-05-12,Home & Garden,45.97,1,25,3.85,Brazil,Debit Card,27.0,1,0,5.0,4.0,34.48
ORD104080,CUST2814,2022-04-05,Books,222.54,4,5,8.62,Germany,Crypto,24.0,0,0,5.0,5.0,845.65
ORD104081,CUST7744,2022-12-06,Beauty,16.6,9,0,17.92,Japan,PayPal,61.0,1,0,,3.0,149.4
ORD104082,CUST3426,2022-05-06,Toys,25.35,7,10,4.25,Canada,Debit Card,52.0,1,0,4.0,13.0,159.71
ORD104083,CUST6297,2022-02-13,Home & Garden,29.15,7,5,8.76,Mexico,Bank Transfer,63.0,1,0,2.0,1.0,193.85
ORD104084,CUST6546,2023-04-18,Sports,129.52,7,20,10.11,Germany,Bank Transfer,34.0,1,0,2.0,11.0,725.31
ORD104085,CUST7852,2022-02-21,Electronics,166.16,4,0,4.69,Brazil,Debit Card,69.0,0,0,4.0,3.0,664.64
ORD104086,CUST5402,2022-06-22,Home & Garden,58.53,7,5,10.91,UK,PayPal,73.0,0,1,,9.0,389.22
ORD104087,CUST5874,2023-08-11,Electronics,145.4,2,20,2.25,Brazil,Crypto,46.0,1,0,5.0,2.0,232.64
ORD104088,CUST3551,2023-03-20,Clothing,40.98,8,20,3.15,Japan,Debit Card,48.0,0,0,5.0,14.0,262.27
ORD104089,CUST7411,2023-02-09,Sports,26.92,8,0,7.13,Brazil,Debit Card,67.0,1,0,4.0,14.0,215.36
ORD104090,CUST4657,2023-05-24,Clothing,136.25,9,15,2.15,Mexico,PayPal,64.0,1,0,3.0,9.0,1042.31
ORD104091,CUST1007,2022-01-31,Electronics,59.45,5,30,0.77,USA,PayPal,40.0,0,0,4.0,1.0,208.08
ORD104092,CUST3555,2023-01-27,Electronics,13.7,8,10,1.03,Japan,Bank Transfer,,1,1,5.0,10.0,98.64
ORD104093,CUST1475,2023-12-01,Electronics,109.61,2,20,5.97,USA,PayPal,50.0,1,0,1.0,4.0,175.38
ORD104094,CUST6416,2023-03-13,Electronics,25.79,8,10,18.75,Japan,Bank Transfer,48.0,1,0,3.0,4.0,185.69
ORD104095,CUST3211,2022-06-26,Electronics,22.26,9,15,13.32,Mexico,Debit Card,31.0,0,0,3.0,7.0,170.29
ORD104096,CUST1484,2022-12-29,Electronics,96.7,6,25,0.94,UK,PayPal,74.0,0,0,4.0,13.0,435.15
ORD104097,CUST8764,2022-08-08,Electronics,29.77,6,15,1.84,Brazil,PayPal,27.0,0,0,4.0,1.0,151.83
ORD104098,CUST8239,2022-07-11,Food,52.81,4,0,5.74,Japan,Crypto,36.0,1,0,4.0,10.0,211.24
ORD104099,CUST7710,2022-10-09,Clothing,73.28,8,0,8.79,Australia,Bank Transfer,71.0,0,0,4.0,5.0,586.24
ORD104100,CUST6000,2022-10-14,Electronics,12.94,7,20,8.56,Australia,Bank Transfer,19.0,0,0,4.0,6.0,72.46
ORD104101,CUST5654,2023-04-02,Home & Garden,52.55,9,0,6.81,Germany,PayPal,58.0,1,0,4.0,1.0,472.95
ORD104102,CUST7063,2022-06-02,Beauty,167.23,1,20,5.79,Mexico,Debit Card,51.0,1,0,,8.0,133.78
ORD104103,CUST3285,2022-02-05,Sports,10.51,8,0,0.16,Japan,PayPal,70.0,0,0,4.0,6.0,84.08
ORD104104,CUST6223,2023-09-21,Clothing,56.82,8,25,3.65,Brazil,Bank Transfer,33.0,1,0,5.0,9.0,340.92
ORD104105,CUST6329,2023-09-27,Home & Garden,12.24,9,20,4.51,UK,Crypto,70.0,1,0,2.0,5.0,88.13
ORD104106,CUST7697,2023-09-24,Sports,112.81,7,20,2.21,Canada,Bank Transfer,71.0,0,0,4.0,11.0,631.74
ORD104107,CUST7971,2022-09-09,Books,111.53,9,0,3.31,India,Debit Card,63.0,1,1,4.0,11.0,1003.77
ORD104108,CUST5563,2023-10-25,Sports,21.65,8,20,14.57,USA,Debit Card,61.0,0,1,2.0,4.0,138.56
ORD104109,CUST4525,2022-10-30,Beauty,469.45,9,10,6.42,Brazil,Crypto,70.0,0,0,4.0,11.0,3802.54
ORD104110,CUST4339,2023-05-26,Beauty,124.95,9,0,9.65,Germany,Debit Card,25.0,1,0,5.0,1.0,1124.55
ORD104111,CUST7529,2023-02-26,Home & Garden,77.35,1,25,16.19,Mexico,Debit Card,32.0,1,0,5.0,2.0,58.01
ORD104112,CUST3822,2023-07-18,Clothing,72.29,3,0,15.41,UK,Credit Card,28.0,0,0,3.0,10.0,216.87
ORD104113,CUST5943,2023-05-06,Sports,107.85,6,0,2.14,India,Bank Transfer,44.0,1,0,2.0,8.0,647.1
ORD104114,CUST7530,2022-03-04,Books,10.03,7,15,9.58,Canada,Debit Card,74.0,1,1,5.0,14.0,59.68
ORD104115,CUST3924,2022-03-31,Electronics,41.83,4,10,12.26,Brazil,Credit Card,42.0,1,0,5.0,4.0,150.59
ORD104116,CUST1258,2022-10-14,Food,52.45,2,25,4.06,USA,Bank Transfer,56.0,1,0,3.0,3.0,78.68
ORD104117,CUST1282,2023-01-28,Electronics,20.49,4,0,10.28,Japan,Credit Card,19.0,1,0,,11.0,81.96
ORD104118,CUST6745,2022-05-21,Home & Garden,57.84,6,0,7.51,Australia,Credit Card,30.0,1,0,1.0,7.0,347.04
ORD104119,CUST2898,2023-03-06,Beauty,145.19,4,30,10.5,Brazil,PayPal,68.0,1,0,4.0,3.0,406.53
ORD104120,CUST5135,2022-07-24,Electronics,19.96,2,0,9.14,Australia,Crypto,38.0,0,0,4.0,13.0,39.92
ORD104121,CUST7629,2023-10-21,Home & Garden,31.02,9,0,12.77,India,Credit Card,35.0,1,0,4.0,7.0,279.18
ORD104122,CUST3976,2023-06-23,Electronics,12.37,1,30,3.72,Brazil,Debit Card,46.0,0,0,5.0,5.0,8.66
ORD104123,CUST3267,2022-09-13,Clothing,3.88,7,10,9.23,Japan,Crypto,25.0,1,0,5.0,12.0,24.44
ORD104124,CUST4200,2023-10-08,Electronics,84.33,9,0,16.31,France,Credit Card,37.0,1,0,4.0,8.0,758.97
ORD104125,CUST6110,2023-07-11,Clothing,32.11,3,20,10.71,Germany,Debit Card,72.0,1,0,4.0,11.0,77.06
ORD104126,CUST8167,2022-01-20,Clothing,35.06,6,25,11.81,Mexico,Debit Card,54.0,1,0,4.0,13.0,157.77
ORD104127,CUST8687,2023-01-27,Food,10.13,9,20,2.51,Mexico,Credit Card,49.0,1,0,5.0,6.0,72.94
ORD104128,CUST1612,2024-01-01,Food,26.51,9,0,1.93,UK,Credit Card,26.0,1,0,2.0,3.0,238.59
ORD104129,CUST8071,2023-01-03,Electronics,123.46,4,0,7.51,UK,Credit Card,47.0,0,1,3.0,3.0,493.84
ORD104130,CUST7011,2023-05-07,Books,33.15,8,0,13.55,France,Bank Transfer,68.0,1,0,3.0,10.0,265.2
ORD104131,CUST1687,2023-07-12,Electronics,34.3,8,0,6.16,Brazil,Credit Card,37.0,0,0,,14.0,274.4
ORD104132,CUST4690,2023-05-12,Electronics,42.48,7,5,6.32,Australia,Crypto,55.0,1,1,5.0,13.0,282.49
ORD104133,CUST1612,2022-12-19,Electronics,7.51,6,15,3.79,Germany,PayPal,40.0,0,1,4.0,8.0,38.3
ORD104134,CUST3307,2023-08-03,Food,70.1,3,0,5.13,France,Credit Card,25.0,0,1,5.0,5.0,210.3
ORD104135,CUST8133,2023-05-30,Toys,7.34,4,10,6.61,Germany,Credit Card,73.0,1,0,4.0,13.0,26.42
ORD104136,CUST4013,2022-11-26,Electronics,10.72,9,30,13.25,Germany,Bank Transfer,18.0,1,0,5.0,9.0,67.54
ORD104137,CUST7509,2023-02-02,Electronics,9.4,7,0,14.9,Japan,Crypto,23.0,1,0,5.0,11.0,65.8
ORD104138,CUST2781,2022-10-04,Electronics,26.84,8,5,4.42,Germany,Debit Card,61.0,1,1,2.0,10.0,203.98
ORD104139,CUST6906,2022-07-04,Home & Garden,21.69,6,10,1.48,UK,Credit Card,18.0,1,0,,3.0,117.13
ORD104140,CUST3591,2022-01-27,Home & Garden,33.07,1,0,4.93,UK,Debit Card,18.0,0,0,4.0,14.0,33.07
ORD104141,CUST3696,2022-11-23,Electronics,11.18,9,15,7.92,Brazil,PayPal,62.0,0,0,4.0,10.0,85.53
ORD104142,CUST6643,2023-09-04,Books,110.67,3,0,10.1,Mexico,Credit Card,29.0,1,0,4.0,2.0,332.01
ORD104143,CUST7026,2022-08-13,Clothing,90.09,3,0,3.07,Germany,PayPal,31.0,0,0,4.0,13.0,270.27
ORD104144,CUST7957,2022-01-31,Toys,26.88,9,20,20.5,Mexico,Debit Card,21.0,1,0,3.0,8.0,193.54
ORD104145,CUST4958,2022-10-15,Sports,18.65,4,0,6.22,Mexico,Credit Card,60.0,1,1,4.0,1.0,74.6
ORD104146,CUST8183,2022-03-01,Clothing,16.52,8,15,8.41,Japan,Credit Card,48.0,0,1,5.0,1.0,112.34
ORD104147,CUST6248,2023-04-29,Books,22.82,4,20,10.13,Germany,Crypto,42.0,1,0,4.0,7.0,73.02
ORD104148,CUST1574,2023-06-27,Books,6.17,2,0,2.6,Mexico,Crypto,43.0,1,0,5.0,5.0,12.34
ORD104149,CUST8276,2023-01-02,Clothing,10.47,5,15,13.46,UK,Credit Card,29.0,1,0,4.0,11.0,44.5
ORD104150,CUST2910,2023-08-22,Clothing,92.96,3,10,16.7,Brazil,PayPal,35.0,1,0,1.0,6.0,250.99
ORD104151,CUST6108,2022-08-27,Toys,47.57,4,10,3.72,Australia,Bank Transfer,53.0,0,0,5.0,1.0,171.25
ORD104152,CUST4604,2022-06-13,Electronics,235.36,3,0,12.09,France,PayPal,55.0,1,0,4.0,9.0,706.08
ORD104153,CUST1669,2022-04-13,Electronics,23.13,1,0,6.18,USA,Crypto,60.0,0,0,5.0,5.0,23.13
ORD104154,CUST5364,2022-09-11,Home & Garden,21.46,4,0,5.56,Mexico,Crypto,73.0,1,0,5.0,6.0,85.84
ORD104155,CUST8329,2023-11-04,Books,20.3,9,0,7.4,Australia,Bank Transfer,19.0,0,0,5.0,6.0,182.7
ORD104156,CUST2283,2022-09-04,Books,22.58,7,5,7.96,India,Crypto,29.0,1,0,5.0,9.0,150.16
ORD104157,CUST1923,2022-09-30,Toys,15.0,6,25,9.78,Brazil,Crypto,,0,0,3.0,1.0,67.5
ORD104158,CUST2125,2023-07-01,Home & Garden,45.84,9,10,11.74,India,Debit Card,36.0,0,0,5.0,5.0,371.3
ORD104159,CUST2529,2022-02-27,Electronics,34.29,4,0,6.6,UK,Bank Transfer,64.0,1,0,5.0,2.0,137.16
ORD104160,CUST6854,2022-08-13,Home & Garden,17.96,6,25,7.77,Germany,Crypto,66.0,1,0,3.0,3.0,80.82
ORD104161,CUST2594,2023-08-13,Books,148.62,3,15,14.94,USA,PayPal,60.0,1,1,5.0,12.0,378.98
ORD104162,CUST1246,2023-02-02,Electronics,322.43,3,5,3.62,France,Crypto,66.0,0,0,4.0,1.0,918.93
ORD104163,CUST4711,2022-12-30,Electronics,134.28,8,5,10.14,Canada,Credit Card,70.0,0,0,1.0,5.0,1020.53
ORD104164,CUST8962,2022-06-27,Electronics,64.7,5,25,2.28,Japan,Bank Transfer,59.0,1,0,2.0,4.0,242.62
ORD104165,CUST2560,2022-06-30,Home & Garden,82.61,8,10,11.55,USA,PayPal,74.0,1,0,3.0,14.0,594.79
ORD104166,CUST7274,2022-08-31,Beauty,307.26,9,5,7.23,India,Credit Card,56.0,1,1,4.0,3.0,2627.07
ORD104167,CUST3400,2023-08-30,Sports,82.47,2,15,5.96,France,Credit Card,22.0,1,0,4.0,9.0,140.2
